,Unnamed: 0,entire_prompt,prompt,label,max_sim_score,zero_shot_prompts
119,119,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A woman kicks a ball. What would have happened if the woman had kicked a man?
A. The ball would have been hurt.
B. That is not possible.
C. The man would have been hurt.
Answer:",What would have happened if the woman had kicked a man?,C,tensor(0.5042),"A woman kicks a ball. What would have happened if the woman had kicked a man?
A. The ball would have been hurt.
B. That is not possible.
C. The man would have been hurt.
Answer:"
120,120,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A man opens a door. What would have happened if a man opens a moon?
A. The door would have been opened.
B. That is not possible.
C. The moon would have been opened.
Answer:",What would have happened if a man opens a moon?,B,tensor(0.6172),"A man opens a door. What would have happened if a man opens a moon?
A. The door would have been opened.
B. That is not possible.
C. The moon would have been opened.
Answer:"
121,121,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A farmer plants a field. What would have happened if the farmer had not planted the field?
A. The crop would have grown.
B. That is not possible.
C. The field would remain empty.
Answer:",What would have happened if the farmer had not planted the field?,C,tensor(0.5457),"A farmer plants a field. What would have happened if the farmer had not planted the field?
A. The crop would have grown.
B. That is not possible.
C. The field would remain empty.
Answer:"
122,122,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A skier runs down a hill. What would have happened if the skier had not worn skis?
A. The skier would have been faster.
B. That is not possible.
C. The skier would have fallen.
Answer:",What would have happened if the skier had not worn skis?,C,tensor(0.5243),"A skier runs down a hill. What would have happened if the skier had not worn skis?
A. The skier would have been faster.
B. That is not possible.
C. The skier would have fallen.
Answer:"
123,123,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A man drives a car. What would have happened if the man had not worn a seatbelt?
A. The man would have been in danger.
B. Nothing special would have happened.
C. That is not possible.
Answer:",What would have happened if the man had not worn a seatbelt?,A,tensor(0.5101),"A man drives a car. What would have happened if the man had not worn a seatbelt?
A. The man would have been in danger.
B. Nothing special would have happened.
C. That is not possible.
Answer:"
124,124,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A cat catches a mouse. What would have happened if the cat had not caught the mouse?
A. That is not possible.
B. The mouse would have lived.
C. The mouse would have been dead.
Answer:",What would have happened if the cat had not caught the mouse?,B,tensor(0.6691),"A cat catches a mouse. What would have happened if the cat had not caught the mouse?
A. That is not possible.
B. The mouse would have lived.
C. The mouse would have been dead.
Answer:"
125,125,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A man writes a letter. What would have happened if the man had not sent the letter?
A. The letter would not have reached its recipient.
B. The letter would not have been written.
C. Nothing special would have happened.
Answer:",What would have happened if the man had not sent the letter?,A,tensor(0.5232),"A man writes a letter. What would have happened if the man had not sent the letter?
A. The letter would not have reached its recipient.
B. The letter would not have been written.
C. Nothing special would have happened.
Answer:"
126,126,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A woman promises to meet a friend. What would have happened if the woman would not have met her friend?
A. Her friend would be disappointed.
B. Her friend would be happy.
C. That is not possible.
Answer:",What would have happened if the woman would not have met her friend?,A,tensor(0.5505),"A woman promises to meet a friend. What would have happened if the woman would not have met her friend?
A. Her friend would be disappointed.
B. Her friend would be happy.
C. That is not possible.
Answer:"
127,127,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A student does not study for an exam. What would have happened if the student would have studied for the exam?
A. He would have passed the class.
B. He would have failed the class.
C. That is not possible.
Answer:",What would have happened if the student would have studied for the exam?,A,tensor(0.6368),"A student does not study for an exam. What would have happened if the student would have studied for the exam?
A. He would have passed the class.
B. He would have failed the class.
C. That is not possible.
Answer:"
128,128,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A man reads a book. What would have happened if the man had not read the book?
A. That is not possible.
B. The man would have been less informed.
C. The man would not have been ignorant.
Answer:",What would have happened if the man had not read the book?,B,tensor(0.6041),"A man reads a book. What would have happened if the man had not read the book?
A. That is not possible.
B. The man would have been less informed.
C. The man would not have been ignorant.
Answer:"
129,129,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A man sleeps. What would have happened if the man had not slept?
A. That is not possible.
B. He would have been fresh.
C. He would have been tired.
Answer:",What would have happened if the man had not slept?,C,tensor(0.5340),"A man sleeps. What would have happened if the man had not slept?
A. That is not possible.
B. He would have been fresh.
C. He would have been tired.
Answer:"
130,130,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A newspaper boy throws a newspaper. What would have happened if the newspaper boy had thrown a pie instead?
A. The subscriber would have been angry.
B. The subscriber would have been cheerful.
C. Nothing special would have happened.
Answer:",What would have happened if the newspaper boy had thrown a pie instead?,A,tensor(0.4656),"A newspaper boy throws a newspaper. What would have happened if the newspaper boy had thrown a pie instead?
A. The subscriber would have been angry.
B. The subscriber would have been cheerful.
C. Nothing special would have happened.
Answer:"
131,131,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A car speeds down a highway. What would have happened if the car had crawled down the highway?
A. It would have been good for traffic.
B. Nothing special would have happened.
C. It would have hindered traffic.
Answer:",What would have happened if the car had crawled down the highway?,C,tensor(0.6147),"A car speeds down a highway. What would have happened if the car had crawled down the highway?
A. It would have been good for traffic.
B. Nothing special would have happened.
C. It would have hindered traffic.
Answer:"
132,132,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A woman drives a car. What would have happened if the woman had flown the car?
A. Nothing special would have happened.
B. The woman would have landed the car.
C. That is not possible.
Answer:",What would have happened if the woman had flown the car?,C,tensor(0.4922),"A woman drives a car. What would have happened if the woman had flown the car?
A. Nothing special would have happened.
B. The woman would have landed the car.
C. That is not possible.
Answer:"
133,133,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A boy swims in the ocean. What would have happened if the boy had run on the ocean?
A. That is not possible.
B. Nothing special would have happened.
C. The boy would have been faster.
Answer:",What would have happened if the boy had run on the ocean?,A,tensor(0.4979),"A boy swims in the ocean. What would have happened if the boy had run on the ocean?
A. That is not possible.
B. Nothing special would have happened.
C. The boy would have been faster.
Answer:"
134,134,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A man drinks a glass of wine. What would have happened if the man had drunk a glass of milk?
A. That is not possible.
B. He would not have gotten drunk.
C. He would have gotten awake.
Answer:",What would have happened if the man had drunk a glass of milk?,B,tensor(0.4665),"A man drinks a glass of wine. What would have happened if the man had drunk a glass of milk?
A. That is not possible.
B. He would not have gotten drunk.
C. He would have gotten awake.
Answer:"
135,135,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A woman wears a small hat. What would have happened if the woman had worn a large hat?
A. That is not possible.
B. She would have stood out.
C. She would have had no hat.
Answer:",What would have happened if the woman had worn a large hat?,B,tensor(0.5474),"A woman wears a small hat. What would have happened if the woman had worn a large hat?
A. That is not possible.
B. She would have stood out.
C. She would have had no hat.
Answer:"
136,136,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A skydiver jumps from a plane. What would have happened if the skydiver had jumped from a car?
A. Nothing special would have happened.
B. She would have been unharmed.
C. She would have hurt herself.
Answer:",What would have happened if the skydiver had jumped from a car?,C,tensor(0.6604),"A skydiver jumps from a plane. What would have happened if the skydiver had jumped from a car?
A. Nothing special would have happened.
B. She would have been unharmed.
C. She would have hurt herself.
Answer:"
137,137,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A dog sees a bone. What would have happened if a cat had seen the bone?
A. The cat would have eaten the bone.
B. That is not possible.
C. The cat would not be interested.
Answer:",What would have happened if a cat had seen the bone?,C,tensor(0.6131),"A dog sees a bone. What would have happened if a cat had seen the bone?
A. The cat would have eaten the bone.
B. That is not possible.
C. The cat would not be interested.
Answer:"
138,138,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A man buys a book. What would have happened if the man had sold the book?
A. He would have earned money.
B. He would have lost money.
C. That is not possible.
Answer:",What would have happened if the man had sold the book?,A,tensor(0.5742),"A man buys a book. What would have happened if the man had sold the book?
A. He would have earned money.
B. He would have lost money.
C. That is not possible.
Answer:"
139,139,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A baseball player catches a ball. What would have happened if the player had dropped the ball?
A. The player would have made a mistake.
B. Nothing special would have happened.
C. The player would have scored a point.
Answer:",What would have happened if the player had dropped the ball?,A,tensor(0.5117),"A baseball player catches a ball. What would have happened if the player had dropped the ball?
A. The player would have made a mistake.
B. Nothing special would have happened.
C. The player would have scored a point.
Answer:"
140,140,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A man makes a bed. What would have happened if the man had not made the bed?
A. The bed would have looked nice.
B. The bed would have remained untidy.
C. That is not possible.
Answer:",What would have happened if the man had not made the bed?,B,tensor(0.5019),"A man makes a bed. What would have happened if the man had not made the bed?
A. The bed would have looked nice.
B. The bed would have remained untidy.
C. That is not possible.
Answer:"
141,141,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A fire extinguisher puts out a fire. What would have happened if the fire extinguisher had not put out the fire?
A. Nothing special would have happened.
B. The fire would have grown.
C. The fire would have died down.
Answer:",What would have happened if the fire extinguisher had not put out the fire?,B,tensor(0.6231),"A fire extinguisher puts out a fire. What would have happened if the fire extinguisher had not put out the fire?
A. Nothing special would have happened.
B. The fire would have grown.
C. The fire would have died down.
Answer:"
142,142,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

An airplane flies over a car. What would have happened if the airplane had crashed into the car?
A. Nothing special would have happened.
B. The car would have been damaged.
C. The car would have remained intact.
Answer:",What would have happened if the airplane had crashed into the car?,B,tensor(0.5815),"An airplane flies over a car. What would have happened if the airplane had crashed into the car?
A. Nothing special would have happened.
B. The car would have been damaged.
C. The car would have remained intact.
Answer:"
143,143,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A truck hits a tree. What would have happened if the truck had missed the tree?
A. That is not possible.
B. The truck would have been damaged.
C. The truck would not have been damaged.
Answer:",What would have happened if the truck had missed the tree?,C,tensor(0.4871),"A truck hits a tree. What would have happened if the truck had missed the tree?
A. That is not possible.
B. The truck would have been damaged.
C. The truck would not have been damaged.
Answer:"
144,144,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A mother cooks a meal. What would have happened if the mother had not cooked the meal?
A. The family would have been well fed.
B. That is not possible.
C. The family would have been hungry.
Answer:",What would have happened if the mother had not cooked the meal?,C,tensor(0.5796),"A mother cooks a meal. What would have happened if the mother had not cooked the meal?
A. The family would have been well fed.
B. That is not possible.
C. The family would have been hungry.
Answer:"
145,145,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A man buys a house. What would have happened if he had bought an apartment?
A. Nothing special would have happened.
B. That is not possible.
C. He would have renovated the house.
Answer:",What would have happened if he had bought an apartment?,A,tensor(0.4689),"A man buys a house. What would have happened if he had bought an apartment?
A. Nothing special would have happened.
B. That is not possible.
C. He would have renovated the house.
Answer:"
146,146,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A man is in a room. What would have happened if the man had not been in the room?
A. Nothing special would have happened.
B. The man would have remained in the room.
C. That is not possible.
Answer:",What would have happened if the man had not been in the room?,A,tensor(0.5625),"A man is in a room. What would have happened if the man had not been in the room?
A. Nothing special would have happened.
B. The man would have remained in the room.
C. That is not possible.
Answer:"
147,147,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A dog is in a house. What would have happened if the dog had not been in the house?
A. That is not possible.
B. The dog would have been outside the house.
C. The dog would have been inside the house.
Answer:",What would have happened if the dog had not been in the house?,B,tensor(0.5570),"A dog is in a house. What would have happened if the dog had not been in the house?
A. That is not possible.
B. The dog would have been outside the house.
C. The dog would have been inside the house.
Answer:"
148,148,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A train is in a station. What would have happened if the train had not been in the station?
A. That is not possible.
B. The train would have been at the platform.
C. The train would have been on its way.
Answer:",What would have happened if the train had not been in the station?,C,tensor(0.6640),"A train is in a station. What would have happened if the train had not been in the station?
A. That is not possible.
B. The train would have been at the platform.
C. The train would have been on its way.
Answer:"
149,149,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A student is in a school. What would have happened if the student had not been in the school?
A. The student would have received a reprimand.
B. That is not possible.
C. The student would have received praise.
Answer:",What would have happened if the student had not been in the school?,A,tensor(0.6311),"A student is in a school. What would have happened if the student had not been in the school?
A. The student would have received a reprimand.
B. That is not possible.
C. The student would have received praise.
Answer:"
150,150,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A team loses a game. What would have happened if the team had won the game?
A. Nothing special would have happened.
B. The team would have been happier.
C. The team would have been sad.
Answer:",What would have happened if the team had won the game?,B,tensor(0.6380),"A team loses a game. What would have happened if the team had won the game?
A. Nothing special would have happened.
B. The team would have been happier.
C. The team would have been sad.
Answer:"
151,151,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A student receives a grade of A. What would have happened if the student had received a grade of D?
A. That is not possible.
B. The student would be less happy.
C. The student would be less sad.
Answer:",What would have happened if the student had received a grade of D? ,B,tensor(0.6421),"A student receives a grade of A. What would have happened if the student had received a grade of D? 
A. That is not possible.
B. The student would be less happy.
C. The student would be less sad.
Answer:"
152,152,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A man paints a picture. What would have happened if a dog had painted the picture?
A. That is not possible.
B. The man would have been happy.
C. The man would have been sad.
Answer:",What would have happened if a dog had painted the picture?,A,tensor(0.5349),"A man paints a picture. What would have happened if a dog had painted the picture?
A. That is not possible.
B. The man would have been happy.
C. The man would have been sad.
Answer:"
153,153,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A man buys a hat. What would have happened if the man had sold the hat?
A. That is not possible.
B. He would have gained money.
C. He would have lost money.
Answer:",What would have happened if the man had sold the hat?,B,tensor(0.5566),"A man buys a hat. What would have happened if the man had sold the hat?
A. That is not possible.
B. He would have gained money.
C. He would have lost money.
Answer:"
154,154,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A man eats a sandwich. What would have happened if the man had eaten a car?
A. That is not possible.
B. He would have been more hungry.
C. He would have been less hungry.
Answer:",What would have happened if the man had eaten a car?,A,tensor(0.4807),"A man eats a sandwich. What would have happened if the man had eaten a car?
A. That is not possible.
B. He would have been more hungry.
C. He would have been less hungry.
Answer:"
